src_bytes,service,dst_bytes,flag,diff_srv_rate,same_srv_ratedst,host srv countdst,host same srv rate,target
0.2923076923076923,0.9,1.2863199039876152e-06,0.0,1.0,0.0,0.09803921568627451,0.17,normal
0.6307692307692307,0.9,3.824902362162766e-07,0.0,0.08,0.15,0.00392156862745098,0.0,normal
0.7076923076923077,0.5,0.0,0.0,0.05,0.07,0.10196078431372549,0.1,dos
0.3384615384615385,0.9,6.077927041244944e-07,0.0015826811624446628,1.0,0.0,1.0,1.0,normal
0.3384615384615385,0.9,5.213394315550619e-07,8.153147163335686e-05,1.0,0.0,1.0,1.0,normal
0.7076923076923077,0.1,0.0,0.0,0.16,0.06,0.07450980392156863,0.07,dos
0.7076923076923077,0.5,0.0,0.0,0.05,0.06,0.03529411764705882,0.04,dos
0.7076923076923077,0.5,0.0,0.0,0.14,0.06,0.058823529411764705,0.06,dos
0.7384615384615385,0.5,0.0,0.0,0.09,0.05,0.09019607843137255,0.09,dos
0.7076923076923077,0.5,0.0,0.0,0.06,0.06,0.050980392156862744,0.05,dos
0.7076923076923077,0.1,0.0,0.0,0.06,0.06,0.047058823529411764,0.05,dos
0.7076923076923077,0.5,0.0,0.0,0.02,0.06,0.050980392156862744,0.05,dos
0.3384615384615385,0.9,7.51881491740215e-07,0.00043696986344449114,1.0,0.0,0.8588235294117647,1.0,normal
0.2923076923076923,0.9,8.750119102481944e-07,0.0,1.0,0.0,0.0784313725490196,1.0,r2l
0.5076923076923077,0.5,0.0,0.0,0.0,0.06,0.00392156862745098,0.0,dos
0.5384615384615385,0.5,0.0,0.0,0.17,0.05,0.00784313725490196,0.01,dos
0.3384615384615385,0.9,7.859388415402944e-07,0.0026765617401922005,1.0,0.0,1.0,1.0,normal
0.2,0.9,4.715633049241766e-08,0.0,1.0,0.0,0.06274509803921569,1.0,probe
0.3384615384615385,0.9,6.104125002629621e-07,0.00011957949172892338,1.0,0.0,1.0,1.0,normal
