src_bytes,service,dst_bytes,flag,diff_srv_rate,same_srv_ratedst,host srv countdst,host same srv rate,target
0.2923076923076923,0.9,1.2863199039876152e-06,0.0,0.0019607843137254897,1.0,0.0,0.03,False
0.6307692307692307,0.9,3.8249023621627656e-07,0.0,0.023529411764705882,0.08,0.15,0.6,False
0.7076923076923077,0.5,0.0,0.0,0.2392156862745098,0.05,0.07,0.05,True
0.3384615384615385,0.9,6.077927041244944e-07,0.0015826811624446626,0.007843137254901959,1.0,0.0,0.0,False
0.3384615384615385,0.9,5.213394315550619e-07,8.153147163335686e-05,0.056862745098039215,1.0,0.0,0.0,False
0.7076923076923077,0.1,0.0,0.0,0.2352941176470588,0.16,0.06,0.07,True
0.7076923076923077,0.5,0.0,0.0,0.3235294117647059,0.05,0.06,0.05,True
0.7076923076923077,0.5,0.0,0.0,0.2274509803921569,0.14,0.06,0.07,True
0.7384615384615385,0.5,0.0,0.0,0.5274509803921569,0.09,0.05,0.05,True
0.7076923076923077,0.5,0.0,0.0,0.25882352941176473,0.06,0.06,0.06,True
0.7076923076923077,0.1,0.0,0.0,0.4,0.06,0.06,0.07,True
0.7076923076923077,0.5,0.0,0.0,0.3882352941176471,0.02,0.06,0.07,True
0.3384615384615385,0.9,7.51881491740215e-07,0.0004369698634444912,0.0039215686274509795,1.0,0.0,0.0,False
0.2923076923076923,0.9,8.750119102481943e-07,0.0,0.0019607843137254897,1.0,0.0,0.0,True
0.5076923076923077,0.5,0.0,0.0,0.4549019607843137,0.0,0.06,0.07,True
0.5384615384615385,0.5,0.0,0.0,0.1862745098039216,0.17,0.05,0.06,True
0.3384615384615385,0.9,7.859388415402944e-07,0.0026765617401922005,0.013725490196078431,1.0,0.0,0.0,False
0.2,0.9,4.715633049241766e-08,0.0,0.0,1.0,0.0,0.0,True
0.3384615384615385,0.9,6.104125002629622e-07,0.00011957949172892338,0.0039215686274509795,1.0,0.0,0.0,False
0.3384615384615385,0.9,8.98590075494403e-07,0.00022867636567641518,0.015686274509803918,1.0,0.0,0.0,False
0.4923076923076923,0.5,0.0,0.0,0.4352941176470588,0.1,0.05,0.05,True
0.7076923076923077,0.5,0.0,0.0,0.5470588235294118,0.06,0.05,0.06,True
0.3384615384615385,0.9,6.628084230323149e-07,0.002311028975702651,0.013725490196078431,1.0,0.0,0.0,False
0.6307692307692307,0.9,3.851100323547443e-07,2.038286790833921e-05,0.0,1.0,0.0,0.85,False
0.4923076923076923,0.5,0.0,0.0,0.4843137254901961,0.01,0.06,0.06,True
0.8769230769230769,0.9,1.1448509125103622e-06,0.0027994413152967602,0.0,1.0,0.0,0.05,False
0.7076923076923077,0.5,0.0,0.0,0.5450980392156862,0.03,0.06,0.07,True
0.3384615384615385,0.9,5.946937234321561e-07,0.0012788793693346546,0.007843137254901959,1.0,0.0,0.0,False
0.3384615384615385,0.9,5.632561697705443e-07,0.0020380926682824134,0.02549019607843137,1.0,0.0,0.0,False
0.3384615384615385,0.9,6.313708693707032e-07,0.0002717715721111895,0.06274509803921569,1.0,0.0,0.0,False
0.2,0.9,2.0958369107741185e-08,0.0,0.0,1.0,0.0,0.0,True
0.26153846153846155,0.5,0.0,0.0,0.10980392156862744,0.28,0.07,0.04,True
0.3384615384615385,0.9,7.937982299556974e-07,0.00010773801608693584,0.015686274509803918,1.0,0.0,0.0,False
0.7076923076923077,0.1,0.0,0.0,0.0019607843137254897,0.5,1.0,0.31,True
0.16923076923076924,0.9,1.1789082623104416e-07,8.735514817859662e-06,0.35294117647058826,1.0,0.0,0.01,False
0.7076923076923077,0.9,2.7507859453910305e-07,2.8536015071674895e-05,0.0019607843137254897,1.0,0.0,0.05,False
0.16923076923076924,0.9,1.1265123395410886e-07,8.347269714843677e-06,0.2372549019607843,1.0,0.0,0.0,False
0.8461538461538463,0.5,0.0,0.0,0.4,0.08,0.06,0.07,True
0.3384615384615385,0.9,8.488139488635179e-07,0.00044687011357139874,0.041176470588235294,1.0,0.0,0.0,False
0.9692307692307692,0.5,0.0,0.0,0.4450980392156863,0.06,0.07,0.07,True
0.2923076923076923,0.5,0.0,0.0,0.096078431372549,0.22,0.08,0.02,True
0.030769230769230767,0.5,0.0,0.0,0.5117647058823529,0.05,0.06,0.07,True
0.7846153846153847,0.9,4.168095656302028e-06,7.221358916097322e-05,0.0,1.0,0.0,0.02,False
0.6307692307692307,0.9,3.8249023621627656e-07,2.038286790833921e-05,0.005882352941176471,0.5,0.5,0.66,False
0.3384615384615385,0.9,7.59740880155618e-07,0.0005835323898330253,0.0196078431372549,1.0,0.0,0.0,False
0.09230769230769233,0.5,0.0,0.0,0.20980392156862746,0.1,0.08,0.07,True
0.7076923076923077,0.9,7.335429187709415e-08,0.0,0.15490196078431373,1.0,0.0,0.02,True
0.3384615384615385,0.9,6.680480153092502e-07,0.00016713951684838154,0.08431372549019607,1.0,0.0,0.0,False
0.2923076923076923,0.9,8.750119102481943e-07,0.0,0.0019607843137254897,1.0,0.0,0.0,True
0.2923076923076923,0.5,0.0,0.0,0.503921568627451,0.07,0.05,0.07,True
0.3384615384615385,0.9,7.911784338172296e-07,9.667303065098026e-05,0.017647058823529408,1.0,0.0,0.0,False
0.7076923076923077,0.1,0.0,0.0,0.1176470588235294,0.07,0.1,0.08,True
0.7076923076923077,0.9,7.335429187709415e-08,0.0,0.0019607843137254897,1.0,0.0,0.02,True
0.3384615384615385,0.9,5.763551504628826e-07,0.0002713833270081735,0.04901960784313725,1.0,0.0,0.0,False
0.16923076923076924,0.9,1.1265123395410886e-07,1.3394456054051485e-05,0.2333333333333333,1.0,0.0,0.01,False
0.16923076923076924,0.9,1.1527103009257652e-07,2.5818299350563003e-05,0.1411764705882353,1.0,0.0,0.02,False
0.2,0.9,2.0958369107741185e-08,0.0,0.0,1.0,0.0,0.0,True
0.953846153846154,0.5,0.0,0.0,0.2627450980392157,0.07,0.06,0.07,True
0.26153846153846155,0.5,0.0,0.0,0.045098039215686274,0.5,0.08,0.04,True
0.16923076923076924,0.9,1.1265123395410886e-07,8.347269714843677e-06,0.28823529411764703,1.0,0.0,0.0,False
0.2923076923076923,0.9,1.6792893247577624e-06,0.0,0.0019607843137254897,1.0,0.0,0.02,False
0.7076923076923077,0.1,0.0,0.0,0.4019607843137255,0.02,0.06,0.08,True
0.7076923076923077,0.1,0.0,0.0,0.3411764705882353,0.01,1.0,0.84,True
0.3384615384615385,0.9,8.121368029249709e-07,0.0005423784089133312,0.005882352941176471,1.0,0.0,0.0,False
0.7076923076923077,0.1,0.0,0.0,0.1215686274509804,0.16,0.08,0.07,True
0.7846153846153847,0.9,1.8233781123734833e-06,6.46428096521615e-05,0.0,1.0,0.0,0.04,False
0.5230769230769231,0.4,0.0,0.0,0.0,1.0,0.0,0.58,True
0.3384615384615385,0.5,0.0,0.0,0.1,0.37,0.08,0.02,True
0.5230769230769231,0.1,0.0,0.0,0.2431372549019608,0.06,0.06,0.07,True
0.8461538461538463,0.5,0.0,0.0,0.3274509803921569,0.12,0.06,0.06,True
0.3384615384615385,0.9,5.789749466013502e-07,0.0005586847032400023,0.0,1.0,0.0,0.0,False
0.7076923076923077,0.5,0.0,0.0,0.2823529411764706,0.11,0.06,0.05,True
0.9384615384615383,0.9,4.741831010626443e-07,0.0,0.0039215686274509795,0.67,0.67,0.01,False
0.16923076923076924,0.9,1.1003143781564124e-07,8.153147163335686e-06,0.015686274509803918,1.0,0.0,0.02,False
0.7076923076923077,0.5,0.0,0.0,0.2686274509803921,0.04,0.06,0.07,True
0.2923076923076923,0.9,3.1437553661611784e-08,0.0,0.0,1.0,0.0,0.07,False
0.04615384615384616,0.5,0.0,0.0,0.5392156862745098,0.03,0.06,0.06,True
0.3384615384615385,0.9,5.501571890782061e-07,0.0005416019187072991,0.017647058823529408,1.0,0.0,0.0,False
0.3384615384615385,0.9,8.409545604481149e-07,0.0011031984602199217,0.017647058823529408,1.0,0.0,0.0,False
0.7076923076923077,0.1,0.0,0.0,0.4843137254901961,0.03,0.06,0.07,True
0.3384615384615385,0.9,8.619129295558563e-07,0.0007729960001048263,0.0019607843137254897,1.0,0.0,0.0,False
0.9692307692307692,0.1,0.0,0.0,0.2627450980392157,0.05,0.07,0.07,True
0.15384615384615385,0.5,0.0,0.0,0.4294117647058824,0.09,0.05,0.07,True
0.2,0.9,2.0958369107741185e-08,0.0,0.0,1.0,0.0,0.0,True
0.3384615384615385,0.9,8.383347643096474e-07,7.357244702152916e-05,0.015686274509803918,1.0,0.0,0.0,False
0.7076923076923077,0.5,0.0,0.0,0.4137254901960784,0.03,0.05,0.11,True
0.3384615384615385,0.9,5.894541311552208e-07,0.0007302890387730677,0.017647058823529408,1.0,0.0,0.0,False
0.2769230769230769,0.5,0.0,0.0,0.4882352941176471,0.05,0.06,0.07,True
0.7076923076923077,0.1,0.0,0.0,0.2568627450980392,0.11,0.05,0.06,True
0.6307692307692307,0.9,3.8249023621627656e-07,2.038286790833921e-05,0.0039215686274509795,0.67,0.67,0.54,False
0.3384615384615385,0.9,6.470896462015091e-07,0.0002748775329353174,0.0196078431372549,1.0,0.0,0.0,False
0.3384615384615385,0.9,9.247880368790794e-07,0.00028788374388635286,0.0039215686274509795,1.0,0.0,0.0,False
0.16923076923076924,0.9,1.1527103009257652e-07,8.541392266351671e-06,0.21176470588235294,0.99,0.02,0.01,False
0.7076923076923077,0.1,0.0,0.0,0.2843137254901961,0.12,0.05,0.08,True
0.09230769230769233,0.5,0.0,0.0,0.5862745098039216,0.02,0.06,0.07,True
0.7846153846153847,0.9,8.02967516440334e-06,6.425456454914552e-05,0.0,1.0,0.0,0.02,False
0.6307692307692307,0.9,2.6721920612370007e-07,1.980050025381524e-05,0.0,1.0,0.0,0.29,False
0.3384615384615385,0.9,6.785271998631209e-07,0.00014559191363099438,0.005882352941176471,1.0,0.0,0.0,False
0.6307692307692307,0.9,3.851100323547443e-07,2.038286790833921e-05,0.0019607843137254897,1.0,0.0,0.42,False
