src_bytes,service,dst_bytes,flag,diff_srv_rate,same_srv_ratedst,host srv countdst,host same srv rate,target
0.2923076923076923,0.9,1.2863199039876152e-06,0.0,0.00196078431372549,1.0,0.0,0.03,0
0.6307692307692307,0.9,3.824902362162766e-07,0.0,0.023529411764705882,0.08,0.15,0.6,0
0.7076923076923077,0.5,0.0,0.0,0.23921568627450981,0.05,0.07,0.05,1
0.3384615384615385,0.9,6.077927041244944e-07,0.0015826811624446628,0.00784313725490196,1.0,0.0,0.0,0
0.3384615384615385,0.9,5.213394315550619e-07,8.153147163335686e-05,0.056862745098039215,1.0,0.0,0.0,0
0.7076923076923077,0.1,0.0,0.0,0.23529411764705882,0.16,0.06,0.07,1
0.7076923076923077,0.5,0.0,0.0,0.3235294117647059,0.05,0.06,0.05,1
0.7076923076923077,0.5,0.0,0.0,0.22745098039215686,0.14,0.06,0.07,1
0.7384615384615385,0.5,0.0,0.0,0.5274509803921569,0.09,0.05,0.05,1
0.7076923076923077,0.5,0.0,0.0,0.25882352941176473,0.06,0.06,0.06,1
0.7076923076923077,0.1,0.0,0.0,0.4,0.06,0.06,0.07,1
0.7076923076923077,0.5,0.0,0.0,0.38823529411764707,0.02,0.06,0.07,1
0.3384615384615385,0.9,7.51881491740215e-07,0.00043696986344449114,0.00392156862745098,1.0,0.0,0.0,0
0.2923076923076923,0.9,8.750119102481944e-07,0.0,0.00196078431372549,1.0,0.0,0.0,2
0.5076923076923077,0.5,0.0,0.0,0.4549019607843137,0.0,0.06,0.07,1
0.5384615384615385,0.5,0.0,0.0,0.18627450980392157,0.17,0.05,0.06,1
0.3384615384615385,0.9,7.859388415402944e-07,0.0026765617401922005,0.013725490196078431,1.0,0.0,0.0,0
0.2,0.9,4.715633049241766e-08,0.0,0.0,1.0,0.0,0.0,3
0.3384615384615385,0.9,6.104125002629621e-07,0.00011957949172892338,0.00392156862745098,1.0,0.0,0.0,0
0.3384615384615385,0.9,8.985900754944032e-07,0.00022867636567641518,0.01568627450980392,1.0,0.0,0.0,0
